Site,SO1,SO2,SO3,SO4,R,C,Buff,Zeb,Sbl,Kud,Imp,Hum,AllPrey,Bound,Post
147_03,0,1,1,0,-0.86,0.79,-0.43,-1.39,1.18,0.66,-1.02,1.06,-0.37,0.36,2.2
147_04,1,1,1,1,-1.01,0.18,0.03,-1.16,1.18,0.73,-0.95,1.11,-0.15,0.42,2.3
147_05,1,1,1,1,-0.29,1.52,-0.43,-1.39,1.45,0.73,-1.35,0.84,-0.47,0.5,2.24
147_06,0,1,.,.,0.81,1.88,-0.31,-1.31,1.55,0.73,-1.42,0.62,-0.37,0.56,2.14
147_07,1,1,1,1,-0.64,1.74,-0.2,-1.24,1.39,0.66,-1.24,1.06,-0.37,0.17,1.98
147_08,0,0,0,1,-0.85,0.25,0.26,-1.01,1.02,0.73,-0.54,1.24,0.06,0.11,1.91
147_09,1,1,1,1,-0.33,1.81,-0.14,-1.16,1.29,0.66,-1.17,1.15,-0.26,0.05,1.84
147_10,1,0,0,0,0.9,1.7,-0.37,-1.16,1.39,0.73,-1.31,1.06,-0.37,0,1.78
147_11,0,0,.,.,1.85,1.92,-0.02,-0.93,1.55,0.8,-1.46,0.93,-0.26,-0.05,1.73
148_01,1,1,1,1,1.95,1.85,-0.43,-1.39,1.5,0.73,-1.39,0.58,-0.47,0.63,2.04
148_02,1,1,0,0,2.01,1.78,-0.26,-1.31,1.5,0.73,-1.39,0.49,-0.37,0.69,1.94
148_03,0,0,1,1,0.67,1.74,-0.2,-1.31,1.45,0.73,-1.35,0.44,-0.37,0.73,1.89
148_04,1,0,0,0,-0.68,1.41,-0.02,-1.31,1.39,0.73,-1.24,0.53,-0.26,0.75,1.88
148_05,1,1,.,.,-1.01,1.59,0.09,-1.31,1.29,0.59,-1.13,0.62,-0.26,0.76,1.88
149_01,1,1,1,1,-1.03,-0.51,0.9,0.38,0.23,-0.25,0.15,-0.88,0.5,1.63,1.33
149_02,1,1,1,1,0.4,0.87,0.44,-1.24,1.29,0.73,-1.06,-0.04,-0.04,1.15,1.19
149_03,1,0,1,0,-0.73,-0.73,1.36,-0.62,0.97,0.73,-0.32,0.05,0.6,1.17,1.1
149_04,0,0,0,0,-0.88,-0.11,1.36,-0.08,0.97,0.52,-0.62,-0.75,0.6,1.11,1.05
149_05,1,1,0,0,-0.95,1.23,0.78,-0.39,1.24,0.38,-1.17,-0.84,0.17,1.06,0.94
149_06,0,0,0,.,-0.97,1.23,0.84,-0.39,1.13,0.31,-1.02,-0.8,0.17,1.02,0.85
150_01,1,1,1,1,-0.95,-0.48,1.01,0.38,0.49,-0.54,-0.36,-1.06,0.28,1.84,0.95
150_02,1,1,1,1,-0.85,-1.06,1.19,0.46,0.39,-0.11,-0.14,-1.06,0.6,1.9,0.95
150_03,1,1,1,1,-0.85,-0.7,1.3,0.46,0.49,-0.18,-0.29,-1.11,0.6,1.97,0.95
150_04,1,1,1,1,-0.93,-0.91,1.19,0.46,0.44,-0.11,-0.21,-1.11,0.5,2.05,1.02
150_05,1,1,1,1,-0.92,-1.24,1.19,0.46,0.33,-0.04,-0.03,-1.11,0.6,2.1,1.1
150_06,1,1,1,1,-0.89,-1.24,1.13,0.38,0.28,-0.25,0.04,-1.11,0.6,2.14,1.19
150_08,0,1,1,0,-1.02,-1.06,1.36,0.53,0.23,-0.89,0.3,-0.97,0.6,1.77,0.94
150_09,1,1,.,.,-0.9,-1.24,1.36,0.53,0.02,-1.24,0.74,-0.93,0.6,1.74,0.98
150_10,1,0,0,0,-0.73,-0.84,1.19,0.46,0.28,-0.96,0.19,-1.02,0.5,1.78,0.98
150_11,1,1,1,1,-0.59,0.25,0.61,0.15,0.44,-1.59,-0.32,-0.97,-0.15,1.74,1.11
153_01,1,0,0,0,1.19,0.5,-0.6,-0.16,0.55,-1.31,-0.73,-0.88,-0.69,1.44,1.06
153_02,0,0,0,0,1.21,0.36,-0.6,-0.24,0.49,-1.38,-0.69,-0.93,-0.69,1.49,1.1
153_03,1,1,1,1,1.51,0.1,-0.49,-0.16,0.49,-1.24,-0.62,-0.93,-0.58,1.52,1.13
153_04,1,0,0,0,1.89,-0.3,-0.31,-0.08,0.23,-0.89,-0.18,-0.93,-0.26,1.53,1.15
154_01,1,1,0,0,-0.45,-0.3,0.15,0.23,-1.15,0.52,1.1,-0.8,0.5,0.85,0.47
154_02,1,1,1,1,-0.48,-0.44,0.38,0.23,-1.04,0.52,0.99,-0.8,0.5,0.93,0.57
154_03,1,1,1,1,-0.14,-0.99,-0.2,0,-1.36,0.45,1.29,-0.75,0.28,1,0.7
154_04,0,0,0,0,0.37,-1.13,-0.49,-0.16,-1.2,0.52,1.03,-0.8,0.06,1.08,0.82
154_05,0,1,0,0,0.82,-0.88,-0.43,-0.08,-0.46,0.31,0.3,-0.88,-0.04,1.17,0.79
154_06,0,0,0,0,1.25,-0.15,-0.26,0,0.55,-0.46,-0.69,-0.93,-0.26,1.26,0.73
154_07,0,0,0,0,1.81,0.18,-0.54,-0.16,0.44,-1.1,-0.58,-0.93,-0.58,1.34,0.71
154_08,0,0,0,0,1.75,0.32,-0.66,-0.24,0.39,-1.45,-0.54,-0.97,-0.69,1.42,0.69
154_09,0,0,0,0,1.25,0.76,-0.66,-0.24,0.71,-1.31,-0.95,-1.02,-0.8,1.5,0.59
155_01,1,0,0,1,1.07,0.25,-0.66,0.07,-1.31,0.52,1.1,-0.62,0.06,0.2,-0.13
155_02,0,1,1,1,0.9,0.36,-0.72,0.07,-1.31,0.52,1.14,-0.62,0.06,0.2,-0.04
155_04,0,1,1,0,-0.23,-1.31,-0.31,0.07,-1.52,0.31,1.51,-0.66,0.28,0.43,-0.05
155_05,1,1,1,1,-0.4,-1.28,-0.2,0.15,-1.52,0.38,1.47,-0.71,0.39,0.52,0.07
155_06,0,0,0,1,-0.62,-1.13,-0.02,0.15,-1.47,0.45,1.43,-0.71,0.39,0.61,0.18
155_07,1,1,1,1,-0.56,-1.31,-0.02,0.15,-1.42,0.45,1.4,-0.71,0.39,0.69,0.29
155_08,1,0,.,.,-0.32,-1.46,-0.02,0.15,-1.42,0.45,1.36,-0.75,0.39,0.76,0.37
156_01,1,1,1,0,1.93,0.65,-0.95,-0.08,-1.42,0.38,1.25,-0.53,-0.04,0.12,-0.02
156_02,1,1,1,0,2.49,0.83,-0.72,0.07,-1.31,0.52,1.14,-0.53,0.06,0.06,-0.01
156_03,0,1,1,1,2.85,-0.22,-0.72,0.07,-1.36,0.52,1.21,-0.49,0.17,0.05,0.08
156_04,1,1,1,1,3.06,-0.91,-0.54,0.15,-1.26,0.59,1.03,-0.49,0.17,0.07,0.13
156_05,1,1,1,0,3.06,-0.19,-0.49,0.23,-0.99,0.59,0.66,-0.53,0.06,0.06,0.04
156_06,1,0,0,0,2.17,0.39,-0.31,0.3,-1.04,0.66,0.77,-0.57,0.17,0.04,-0.08
156_07,0,0,1,0,1.3,0.39,-0.43,0.23,-1.04,0.59,0.77,-0.62,0.17,0.04,-0.18
156_08,0,0,0,0,0.86,-0.26,-0.72,0.07,-1.36,0.52,1.18,-0.57,0.06,0.04,-0.29
157_01,1,1,0,0,-0.29,1.23,-0.83,0.38,-1.57,0.31,1.43,-0.57,0.17,-0.57,-1.4
157_02,0,0,0,0,-0.08,1.16,-0.83,0.3,-1.57,0.31,1.43,-0.57,0.17,-0.5,-1.27
157_03,0,0,0,0,0.56,0.94,-0.78,0.3,-1.52,0.31,1.4,-0.62,0.17,-0.42,-1.18
157_04,1,0,0,0,-0.24,1.12,-0.72,0.23,-1.52,0.31,1.4,-0.62,0.17,-0.35,-1.11
157_05,0,0,0,1,-0.1,0.65,-0.83,0.15,-1.52,0.31,1.4,-0.62,0.06,-0.28,-0.98
157_06,1,0,0,0,1.28,0.07,-0.83,0.15,-1.52,0.38,1.36,-0.57,0.06,-0.24,-0.86
157_07,1,0,1,0,2.15,0.21,-0.83,0.15,-1.42,0.31,1.25,-0.62,0.06,-0.17,-0.75
157_08,0,0,0,0,2.39,0.18,-0.89,0.07,-1.52,0.31,1.36,-0.62,0.06,-0.11,-0.7
157_09,1,0,0,0,2.08,-0.04,-0.83,0.07,-1.42,0.38,1.21,-0.66,0.06,-0.03,-0.59
158_01,1,1,1,1,-0.91,-1.35,2,1.46,-1.31,0.45,1.76,-0.4,1.57,-0.75,-1.78
158_02,1,1,1,1,-0.27,-0.33,0.55,1,-1.57,0.17,1.65,-0.53,0.82,-0.76,-1.82
158_03,1,1,1,1,0.27,0.14,-0.89,0.38,-1.52,0.38,1.4,-0.62,0.17,-0.69,-1.69
158_04,1,1,1,1,-0.34,1.12,-0.83,0.38,-1.52,0.38,1.4,-0.62,0.17,-0.62,-1.55
158_05,0,1,1,1,-0.59,-0.48,1.42,1.54,-1.57,0.03,1.76,-0.22,1.14,-0.94,-1.58
158_06,1,0,0,1,-0.69,-0.62,1.59,1.69,-1.63,-0.11,1.84,-0.13,1.25,-0.98,-1.46
158_07,1,1,1,1,-0.56,-0.7,1.76,1.92,-1.57,-0.04,1.8,0,1.36,-1.03,-1.33
158_08,1,1,1,1,-0.78,-0.04,2.05,2.15,-1.52,-0.04,1.84,0.13,1.57,-1.1,-1.2
158_09,1,1,1,0,-0.7,0.39,1.59,1.92,-1.52,0.1,1.76,0.09,1.36,-1.15,-1.07
158_10,0,1,1,1,-0.29,1.3,-0.54,1.07,-1.57,0.31,1.47,-0.09,0.39,-1.1,-1.01
158_11,1,0,.,.,-0.89,0.76,-0.49,1.07,-1.47,0.38,1.36,-0.13,0.39,-1.06,-0.95
163_01,0,0,0,1,0.37,1.41,-0.6,0,1.39,0.73,-1.31,1.91,-0.15,-0.86,2.55
163_02,1,1,0,0,-0.1,1.38,-0.49,-0.08,1.39,0.73,-1.28,1.91,-0.15,-0.78,2.61
163_03,0,0,0,0,0.31,1.81,-0.66,-0.31,1.39,0.66,-1.28,1.91,-0.26,-0.71,2.67
163_04,0,0,0,0,0.61,1.88,-0.83,-0.54,1.39,0.66,-1.31,1.82,-0.37,-0.63,2.66
163_05,0,0,0,.,-0.19,1.92,-0.37,-0.47,1.45,0.66,-1.35,1.77,-0.26,-0.55,2.63
164_01,0,0,1,0,0.21,1.63,-0.78,-1.16,1.29,0.66,-1.2,1.38,-0.47,0.14,2.66
164_02,0,0,0,0,1.74,1.3,-0.72,-1.08,1.34,0.66,-1.24,1.46,-0.47,0.05,2.77
164_03,0,0,0,0,1.93,1.38,-0.6,-1.01,1.34,0.73,-1.28,1.51,-0.37,-0.04,2.79
164_04,0,0,0,0,0.57,1.88,-0.2,-0.77,1.45,0.73,-1.35,1.55,-0.26,-0.13,2.78
164_05,0,0,.,.,-0.52,1.85,0.09,-0.62,1.45,0.66,-1.28,1.69,-0.15,-0.2,2.77
164_06,0,0,0,0,-0.77,1.56,0.09,-0.39,1.34,0.66,-1.2,1.82,-0.04,-0.47,2.63
164_07,0,0,0,0,-0.75,1.08,0.38,-0.31,1.29,0.66,-1.06,1.82,0.17,-0.39,2.65
164_08,0,0,0,0,-0.72,1.41,0.03,-0.54,1.34,0.66,-1.17,1.73,-0.04,-0.3,2.71
164_09,0,0,.,.,-0.95,1.56,0.15,-0.54,1.39,0.66,-1.2,1.73,-0.04,-0.24,2.75
165_01,0,0,0,0,0.31,0.36,0.32,-1.08,1.13,0.66,-0.76,0.84,0.06,0.43,1.67
165_02,1,1,0,0,0.98,0.87,-0.37,-1.31,1.24,0.66,-1.06,0.8,-0.37,0.45,1.8
165_03,0,0,0,0,0.46,1.81,-0.54,-1.31,1.39,0.66,-1.31,0.75,-0.47,0.47,1.94
165_04,0,0,0,0,-0.45,1.34,0.03,-1.16,1.34,0.66,-1.17,0.84,-0.15,0.51,2.06
165_05,1,1,0,0,-0.86,1.63,-0.2,-1.16,1.34,0.66,-1.2,0.89,-0.26,0.5,2.17
165_06,0,0,0,0,-0.51,1.52,-0.37,-1.24,1.29,0.66,-1.09,1.02,-0.37,0.44,2.26
165_07,0,0,0,1,-0.09,1.63,-0.54,-1.24,1.34,0.66,-1.24,1.06,-0.47,0.38,2.34
165_08,1,0,0,0,-0.14,1.88,-0.54,-1.16,1.39,0.66,-1.31,1.15,-0.47,0.3,2.45
165_09,0,0,0,0,-0.83,1.7,-0.26,-1.08,1.34,0.59,-1.2,1.29,-0.37,0.23,2.54
166_01,0,0,0,0,-0.59,0.61,0.15,-1.24,1.18,0.66,-0.91,0.71,-0.04,0.33,1.29
166_02,1,0,0,0,0.41,0.61,-0.2,-1.39,1.18,0.73,-0.95,0.67,-0.26,0.29,1.17
166_03,0,0,0,0,0.39,0.76,-0.72,-1.55,1.18,0.66,-0.98,0.58,-0.47,0.27,1.05
166_04,0,0,0,0,0.81,1.34,-0.95,-1.62,1.29,0.66,-1.2,0.53,-0.69,0.23,0.95
166_05,0,0,0,0,1.09,1.52,-0.54,-1.47,1.39,0.73,-1.31,0.44,-0.47,0.18,0.85
166_07,0,1,1,1,-0.91,0.61,0.38,-1.16,1.18,0.66,-0.87,0.75,-0.04,0.36,1.41
166_08,0,0,0,1,-0.53,1.27,0.15,-1.16,1.29,0.66,-1.09,0.71,-0.15,0.4,1.53
166_09,1,0,0,0,-0.37,0.25,0.78,-1.08,1.13,0.73,-0.73,0.18,0.17,0.69,0.71
167_01,0,0,0,0,-1.01,-0.62,1.24,-0.16,0.71,0.45,-0.1,-0.75,0.6,0.98,0.76
167_02,0,0,0,1,-0.97,-0.55,1.13,-0.16,0.81,0.52,-0.4,-0.75,0.6,0.9,0.71
167_03,1,1,1,1,-0.89,-0.55,1.13,-0.16,0.81,0.59,-0.43,-0.71,0.6,0.82,0.69
167_04,1,0,0,.,-0.97,0.79,0.9,-0.31,1.13,0.38,-1.02,-0.75,0.28,0.76,0.67
171_01,1,1,0,0,0.62,-0.33,-0.31,-0.08,0.28,-0.82,-0.32,-0.88,-0.37,1.5,1.12
171_02,0,0,0,0,-0.56,-0.81,-0.02,0.07,0.18,-0.54,-0.07,-0.88,-0.04,1.45,1.07
171_03,0,0,0,1,-0.44,0.03,-0.02,0.07,0.44,-0.54,-0.51,-0.93,-0.15,1.38,0.98
171_04,0,0,0,.,-0.52,0.61,-0.26,0,0.65,-0.82,-0.8,-0.93,-0.37,1.34,0.95
173_01,0,0,1,1,-0.63,-1.57,1.82,1.46,-1.57,-0.04,1.8,-0.57,1.36,-0.11,-1.19
173_02,0,0,0,0,-0.17,-1.71,1.07,1,-1.47,0.31,1.62,-0.71,1.03,-0.03,-1.11
173_03,0,1,1,1,0.26,-1.6,0.67,0.77,-1.42,0.38,1.51,-0.75,0.82,0.05,-1.03
173_04,1,1,1,1,1.79,-1.64,-0.54,0.23,-1.36,0.52,1.21,-0.75,0.17,0.16,-0.61
173_05,1,1,1,1,1.13,-0.73,-0.54,0.15,-1.31,0.52,1.14,-0.75,0.17,0.17,-0.5
173_06,1,0,0,0,0.39,-0.99,-0.31,0.23,-1.15,0.59,0.96,-0.75,0.28,0.21,-0.39
173_07,0,1,1,1,-0.2,-1.42,-0.26,0.23,-1.36,0.52,1.29,-0.66,0.28,0.29,-0.26
173_08,1,0,.,.,-0.37,-0.73,-0.31,0.15,-1.52,0.31,1.47,-0.66,0.28,0.34,-0.17
173_09,1,1,0,0,1.04,-1.02,-0.6,0.15,-1.31,0.59,1.14,-0.71,0.17,0.18,-0.39
173_10,0,1,1,1,1.25,-0.99,-0.54,0.15,-1.31,0.59,1.14,-0.66,0.17,0.21,-0.27
174_01,1,1,1,1,-0.93,-1.46,2.11,1.77,-1.57,-0.11,1.87,-0.26,1.47,-0.35,-0.91
174_02,0,0,0,0,-0.8,-1.57,2.05,1.69,-1.57,-0.18,1.87,-0.18,1.47,-0.41,-0.83
174_03,0,1,1,1,-0.82,-1.57,2.05,1.77,-1.52,0.03,1.84,-0.13,1.47,-0.45,-0.73
174_04,1,1,1,1,-0.53,-1.5,2.11,1.84,-1.57,-0.18,1.87,0,1.47,-0.53,-0.71
174_05,1,1,1,1,-0.64,-1.57,1.94,1.69,-1.68,-0.39,1.91,0,1.36,-0.59,-0.72
174_06,1,1,1,1,-0.89,-1.68,2.11,1.84,-1.63,-0.32,1.91,0.05,1.47,-0.62,-0.75
174_07,1,0,1,1,-0.93,-1.42,2.05,1.77,-1.63,-0.25,1.87,0,1.47,-0.61,-0.72
174_08,1,1,1,1,-0.97,-1.6,2,1.69,-1.57,-0.18,1.87,0,1.36,-0.61,-0.7
175_01,1,1,1,1,-1.02,-1.64,2.11,1.77,-1.63,-0.39,1.91,0.05,1.47,-0.66,-0.76
175_02,1,1,1,1,-0.95,-1.6,1.94,1.54,-1.57,-0.11,1.87,0.05,1.36,-0.65,-0.74
175_03,1,1,1,1,-0.82,-1.1,2,1.38,-1.47,0.24,1.87,0,1.47,-0.61,-0.73
175_04,1,1,1,1,-0.86,-0.88,1.94,1.46,-1.47,0.24,1.8,-0.13,1.47,-0.56,-0.83
175_05,1,1,1,0,-0.87,-0.44,2.05,1.69,-1.52,-0.04,1.84,-0.13,1.47,-0.57,-0.95
175_06,0,0,1,0,-0.78,-0.81,2.05,1.69,-1.52,-0.04,1.84,-0.18,1.47,-0.57,-1.06
175_07,0,0,0,1,-0.88,-0.55,1.88,1.61,-1.36,0.24,1.73,-0.35,1.47,-0.56,-1.16
175_08,1,1,1,1,-0.81,-0.73,2.11,1.77,-1.36,0.24,1.73,-0.31,1.57,-0.6,-1.26
175_09,1,1,1,0,-0.69,-0.51,2.05,1.77,-1.57,-0.18,1.87,-0.26,1.47,-0.64,-1.36
176_01,1,1,1,1,-0.69,0.9,-0.72,-0.85,-0.73,0.8,1.29,0.67,0.17,-0.95,-1.28
176_02,1,1,1,1,0.2,0.58,-1.06,-0.85,-0.67,0.8,1.14,0.71,-0.04,-1,-1.23
176_03,1,1,1,1,0.64,-0.62,-1.06,-0.77,-0.78,0.8,1.29,0.8,0.06,-1.06,-1.15
176_04,1,1,1,1,-0.47,-1.39,-1.06,-0.62,-0.78,0.8,1.25,0.93,0.06,-1.13,-1.05
176_05,0,1,.,.,-0.82,-0.95,-1.12,-0.54,-0.62,0.8,1.03,0.93,0.06,-1.18,-0.95
176_06,1,1,0,0,0.79,-0.55,-1.12,-0.85,-0.78,0.8,1.25,0.75,-0.04,-1.02,-1.22
176_07,0,0,1,0,-0.06,1.16,-1.24,-1.01,-0.83,0.8,1.29,0.62,-0.04,-0.95,-1.35
176_08,0,0,0,0,-0.22,1.3,-1.29,-1.16,-0.88,0.8,1.32,0.53,-0.15,-0.9,-1.48
176_09,0,0,0,0,0.42,1.16,-1.01,-1.08,-0.83,0.8,1.36,0.44,0.06,-0.88,-1.62
176_10,1,1,.,.,-0.31,1.52,0.55,-0.54,-0.94,0.73,1.69,0.58,0.71,-0.86,-1.71
184_01,0,0,0,1,0.46,0.18,-0.02,-1.24,1.18,0.73,-0.91,0.62,-0.15,0.13,0.76
184_02,0,0,0,0,-0.67,0.98,0.96,-0.85,1.45,0.8,-1.28,0.53,0.17,0.06,0.72
184_03,0,0,0,0,-0.94,1.63,0.44,-1.08,1.45,0.73,-1.31,0.62,-0.04,0,0.82
185_01,1,0,1,1,-0.82,1.52,0.26,0.15,1.08,-0.54,-1.24,-1.15,-0.15,0.75,-0.91
185_02,1,0,1,1,-0.22,1.85,0.32,0.23,1.18,-0.46,-1.31,-1.11,-0.15,0.69,-0.79
185_03,1,1,1,1,0.77,1.16,0.26,0.23,1.02,-0.32,-1.17,-1.02,-0.15,0.61,-0.66
185_04,1,1,1,1,1.1,0.94,0.26,0.3,1.08,0.17,-1.28,-1.02,-0.04,0.55,-0.52
185_05,1,1,1,1,-0.27,1.27,0.26,0.3,1.08,0.03,-1.24,-0.97,-0.04,0.5,-0.39
185_06,1,1,1,1,-0.84,1.16,0.44,0.38,1.08,0.03,-1.24,-0.93,0.06,0.43,-0.26
185_07,0,0,0,0,0.16,1.27,0.15,0.3,1.13,-0.04,-1.31,-0.88,-0.04,0.36,-0.13
186_01,1,1,1,1,-0.66,-0.01,0.78,0.3,0.49,-0.54,-0.4,-1.28,0.17,1.27,-1.82
186_02,1,0,1,1,-0.7,-0.15,0.84,0.3,0.55,-0.46,-0.43,-1.28,0.28,1.23,-1.7
186_03,1,1,1,1,0.13,0.65,0.49,0.15,0.65,-0.89,-0.73,-1.24,-0.15,1.2,-1.57
186_04,1,0,1,1,1.36,0.5,0.38,0.15,0.65,-0.54,-0.76,-1.24,-0.04,1.14,-1.45
186_05,0,0,0,1,1.4,0.21,0.49,0.23,0.71,-0.39,-0.76,-1.19,-0.04,1.06,-1.34
186_06,1,0,1,0,0.84,0.9,0.26,0.15,0.81,-0.68,-0.95,-1.19,-0.15,0.99,-1.21
186_07,0,0,0,0,-0.33,1.16,0.21,0.15,0.97,-0.54,-1.13,-1.19,-0.26,0.9,-1.1
186_08,0,0,.,.,-0.88,1.12,0.32,0.15,0.92,-0.68,-1.09,-1.15,-0.15,0.84,-1.02
186_09,1,1,.,.,-0.65,-0.41,0.55,0.23,0.55,-0.32,-0.54,-1.28,0.17,1.29,-1.82
189_01,1,1,1,0,-0.95,-1.1,1.19,0.61,-1.1,0.45,1.25,-0.84,0.93,0.76,-0.1
189_02,1,1,1,1,-0.91,-0.51,1.19,0.69,-0.88,0.38,0.99,-0.84,0.82,0.69,-0.16
